,borough,type,site_name,borough_name,latitude,longitude
415,Camden,LGBT+ night time venues,The Vault,Camden,51.52417605664804,-0.14039925107663725
416,Camden,LGBT+ night time venues,King William IV,Camden,51.55597849118574,-0.1778315593090615
417,Camden,LGBT+ night time venues,Scala (Regular LGBTQ+ Programming),,51.53078566025864,-0.12060941405744155
418,Camden,LGBT+ night time venues,Camden People's Theatre (Regular LGBTQ+ Programming),Camden,51.52615763436052,-0.13830695251901262
419,Camden,Libraries,Holborn Library,Camden,51.521182014272796,-0.11570264177408755
420,Camden,Libraries,Pancras Square Library,Camden,51.5338260074826,-0.12638372045590165
421,Camden,Libraries,Camden Town Library,Camden,51.534249643325026,-0.13774281582738876
422,Camden,Libraries,Kilburn Library Centre,Camden,51.53638870688633,-0.19112303630061275
423,Camden,Libraries,Chalk Farm (now Primrose Hill Community Library),Camden,51.54114015975794,-0.15667023405349062
424,Camden,Libraries,Swiss Cottage Library,Camden,51.542289074582065,-0.17320836685445226
425,Camden,Libraries,Belsize Community Library,Camden,51.54790026934914,-0.16225271856894286
426,Camden,Libraries,West Hampstead Library,Camden,51.55031675047689,-0.19160889052894714
427,Camden,Libraries,Kentish Town Library,Camden,51.550011745149654,-0.14044530792915502
428,Camden,Libraries,Queens Crescent Library,Camden,51.55048696924614,-0.15117179604181458
429,Camden,Libraries,Keats Community Library,Camden,51.555484166767975,-0.16820770293921994
430,Camden,Libraries,Highgate Library,Camden,51.5637737631614,-0.14406805276134754
431,Camden,Makerspaces,Camden Town Shed,Camden,51.541337757085415,-0.12881510376812852
432,Camden,Makerspaces,Centa,Camden,51.51990759676168,-0.10748141065091256
433,Camden,Makerspaces,Institute Of Making,Camden,51.52357126137597,-0.13239806496274614
434,Camden,Making and manufacturing,PSB Vision ,Camden,51.54695224756478,-0.18105504580571147
435,Camden,Making and manufacturing,The Mill,Camden,51.51864796821179,-0.13382474834545116
436,Camden,Museums and public galleries,Museum of Writing,Camden,51.520643623813584,-0.12869802265875455
437,Camden,Museums and public galleries,The Foundling Museum,Camden,51.5252701073732,-0.12164622262629594
438,Camden,Museums and public galleries,Freud Museum,Camden,51.54842188893095,-0.17724635343508732
439,Camden,Museums and public galleries,Keats House,Camden,51.55556976060682,-0.1679301779810725
440,Camden,Museums and public galleries,British Museum,Camden,51.518971461112926,-0.12647475567723704
441,Camden,Museums and public galleries,2 Willow Road,Camden,51.557162489166295,-0.16915010156707455
442,Camden,Museums and public galleries,British Library,Camden,51.52998677143432,-0.12698835462812688
443,Camden,Museums and public galleries,Burgh House and Hampstead Museum,Camden,51.55818089976963,-0.17506733926931314
444,Camden,Museums and public galleries,Royal College of Physicians of London Museum,Camden,51.52574929212275,-0.1449807444509275
445,Camden,Museums and public galleries,"Jewish Museum, London",Camden,51.53728156162264,-0.1446414661462595
446,Camden,Museums and public galleries,Wellcome Collection,Camden,51.525897574673365,-0.13391745318694204
447,Camden,Museums and public galleries,Government Art Collection,Camden,51.522289151171144,-0.13490111065484842
448,Camden,Museums and public galleries,The British Museum,Camden,51.51936410624359,-0.1268478187088248
449,Camden,Museums and public galleries,Fenton House,Camden,51.55891599474092,-0.18013054526555825
450,Camden,Museums and public galleries,Sir John SoaneÊ¼s Museum,Camden,51.51699356555784,-0.11751871222542914
451,Camden,Museums and public galleries,"Ben Uri Gallery, The Art Museum for Everyone, The London Jewish Museum of Art",Camden,51.53754080201588,-0.18536707886302334
452,Camden,Museums and public galleries,"Grant Museum of Zoology and Comparative Anatomy, UCL",Camden,51.52362521809698,-0.13465909245966376
453,Camden,Museums and public galleries,Petrie Museum of Egyptian Archaeology,Camden,51.524049400797175,-0.13249381641675975
454,Camden,Museums and public galleries,"Geology (and Teaching & Research) Collections, UCL",Camden,51.524100708184754,-0.13345756674649287
455,Camden,Museums and public galleries,UCL Art Museum,Camden,51.52450236674428,-0.13326814466353115
456,Camden,Museums and public galleries,Cartoon Museum,Camden,51.51768727604571,-0.12602299795664884
457,Camden,Museums and public galleries,Central Saint Martins,Camden,51.53643912724865,-0.12445950290214605
458,Camden,Museums and public galleries,House of Illustration,Camden,51.53643912724865,-0.12445950290214605
459,Camden,Museums and public galleries,Library and Museum of Freemasonry,Camden,51.51516267968856,-0.12111097749700192
460,Camden,Museums and public galleries,Charles Dickens Museum,Camden,51.523600654839036,-0.11623704357223108
461,Camden,Museums and public galleries,Kenwood House (known as the Iveagh Bequest),Camden,51.57132839392993,-0.16759980452153272
462,Camden,Music (office based businesses),Crockford Management,Camden,51.52037356132785,-0.13715600238010445
463,Camden,Music (office based businesses),The Orchard,Camden,51.519434398751976,-0.10657852197915738
464,Camden,Music (office based businesses),Transcript Divas,Camden,51.520593506051206,-0.1221846827956089
465,Camden,Music (office based businesses),Connoisseur Collection,Camden,51.52322180082701,-0.1415373211913886
466,Camden,Music (office based businesses),First Night Records Ltd,Camden,51.52322180082701,-0.1415373211913886
467,Camden,Music (office based businesses),Big Life Management Ltd,Camden,51.52984581698628,-0.13055526374983356
468,Camden,Music (office based businesses),Silva Screen Music,Camden,51.54177108091412,-0.14023337353413784
469,Camden,Music (office based businesses),Once Upon A Time Music Publishing Ltd,Camden,51.54236875933586,-0.14219915269536404
470,Camden,Music (office based businesses),A T C,Camden,51.542517286638116,-0.14135665622754104
471,Camden,Music (office based businesses),Warp Records Ltd,Camden,51.55601836183251,-0.1483796900797303
472,Camden,Music (office based businesses),The Bach Players,Camden,51.55872867464033,-0.14347995130161972
473,Camden,Music recording studios,Play Deep Studios,,51.528309067393934,-0.1198201521387419
474,Camden,Music recording studios,Nano Voice Artist,Camden,51.5409368388505,-0.17704083099782414
475,Camden,Music recording studios,Rak Studios Ltd,Camden,51.54599500140593,-0.1546129991695115
476,Camden,Music recording studios,Map Music Ltd,Camden,51.54776224991647,-0.1449072720033688
477,Camden,Music recording studios,Autograph Sound Recording Ltd,Camden,51.54890896339891,-0.1469087459235032
478,Camden,Music recording studios,Air Studios,Camden,51.552705453090866,-0.16993489662798916
479,Camden,Music rehearsal studios,Bloomsbury Central Baptist Church,Camden,51.516308001005704,-0.1261389975191643
480,Camden,Music rehearsal studios,Footes Practice Room,Camden,51.52009002208921,-0.13063784383278615
481,Camden,Music rehearsal studios,Mount Pleasant Studio,Camden,51.52336576123413,-0.1122536544150942
482,Camden,Music rehearsal studios,Peregrine's Pianos,Camden,51.52414422231565,-0.11592628719998248
483,Camden,Music rehearsal studios,Musica Nova,Camden,51.52790694353632,-0.12233058756244028
484,Camden,Music rehearsal studios,The Joint,Camden,51.53033283862667,-0.1188281666697976
485,Camden,Music rehearsal studios,North London Music Academy,Camden,51.537171386783434,-0.14052189045015573
486,Camden,Music rehearsal studios,New Rose Studios,Camden,51.54867347799665,-0.12979770346564232
487,Camden,Music rehearsal studios,K-Town Studios,Camden,51.55078004646803,-0.14580857831917793
488,Camden,Music rehearsal studios,Waithe Studios,Camden,51.54867347799665,-0.12979770346564232
489,Camden,Music venues (all),The Camden Assembly Pub,Camden,51.543119103378885,-0.1492784558085157
490,Camden,Music venues (all),The Unicorn,Camden,51.54890978080631,-0.129557504808049
491,Camden,Music venues (all),Two Brewers,Camden,51.51336457306584,-0.12732464946048064
492,Camden,Music venues (all),Cambridge Theatre,Camden,51.513511386793795,-0.12638182182182325
493,Camden,Music venues (all),Phoenix Theatre,Camden,51.51452423716457,-0.12955426951668833
494,Camden,Music venues (all),Salsa!,Camden,51.5141117896488,-0.1290667337774548
495,Camden,Music venues (all),Phoenix Artist Club,Camden,51.51448048025469,-0.12906603223201898
496,Camden,Music venues (all),St. Giles-In-The-Fields,Camden,51.51528771430454,-0.12836994507668353
497,Camden,Music venues (all),New London Theatre,Camden,51.51543207313717,-0.12277179218606472
498,Camden,Music venues (all),Sway,Camden,51.51556915140897,-0.12066185269729507
499,Camden,Music venues (all),Shaftesbury Theatre,Camden,51.516276572222274,-0.12609533902296596
500,Camden,Music venues (all),Dominion Theatre,Camden,51.516962659294435,-0.12964170135955602
501,Camden,Music venues (all),Bourne And Hollingsworth,Camden,51.51791700120846,-0.13422939772391315
502,Camden,Music venues (all),Elysee,Camden,51.518302389854966,-0.13301729076652125
503,Camden,Music venues (all),Bounce,Camden,51.51807142876393,-0.1084944536971359
504,Camden,Music venues (all),Holborn Whippet,Camden,51.51837628077229,-0.12131018745058683
505,Camden,Music venues (all),Old Nick,Camden,51.51939645168908,-0.1165114958396528
506,Camden,Music venues (all),Fitzrovia,Camden,51.51991386725658,-0.13482522590209473
507,Camden,Music venues (all),Conway Hall,Camden,51.51979403657475,-0.11831129255465125
508,Camden,Music venues (all),Simmons Bar,Camden,51.522226938667536,-0.13891105182184724
509,Camden,Music venues (all),The Duke,Camden,51.52278609465529,-0.1164724865933386
510,Camden,Music venues (all),Apple Tree,Camden,51.523488098550914,-0.11203236014089847
511,Camden,Music venues (all),Bloomsbury Bowling Lanes,Camden,51.5242432147484,-0.12829090642428154
512,Camden,Music venues (all),Bloomsbury Theatre & Bloomsbury Studio,Camden,51.52506973164242,-0.1327547867450883
513,Camden,Music venues (all),Foundling Museum,Camden,51.52527010736861,-0.12164622262508815
514,Camden,Music venues (all),Camden People's Theatre,Camden,51.52615611067461,-0.13830386008105375
515,Camden,Music venues (all),The Harrison,Camden,51.5275638008871,-0.12055702848981655
516,Camden,Music venues (all),The Water Rats,Camden,51.52906502698682,-0.1193994686717093
517,Camden,Music venues (all),Big Chill House,Camden,51.5306646973464,-0.1198958142294412
518,Camden,Music venues (all),Scala,Camden,51.53069444328823,-0.12062989503684622
519,Camden,Music venues (all),David Roberts Art Foundation,Camden,51.5346515542346,-0.1392692386103654
520,Camden,Music venues (all),The Blues Kitchen,Camden,51.53707495997296,-0.14124680984139715
521,Camden,Music venues (all),Green Note,Camden,51.537265431022895,-0.14589664566183747
522,Camden,Music venues (all),Camden Head,Camden,51.53735614850893,-0.14083159370115572
523,Camden,Music venues (all),The Dublin Castle,Camden,51.53744914650025,-0.14557193949319772
524,Camden,Music venues (all),Cecil Sharp House,Camden,51.53810212052249,-0.14933786461840154
525,Camden,Music venues (all),Jazz CafÃ©,Camden,51.53865935708204,-0.1430568643183619
526,Camden,Music venues (all),The Black Heart,Camden,51.5388289191085,-0.14183865413220886
527,Camden,Music venues (all),The Underworld,Camden,51.539190677390756,-0.14196811772211307
528,Camden,Music venues (all),Made In Brasil,Camden,51.5396465874792,-0.14406936419108107
529,Camden,Music venues (all),Boho Camden,Camden,51.539706760543005,-0.14389386825146885
530,Camden,Music venues (all),Electric Ballroom,Camden,51.539691939666966,-0.1429571341516914
531,Camden,Music venues (all),Prince Albert,Camden,51.53996811684666,-0.13711993734443742
532,Camden,Music venues (all),Queens,Camden,51.5406179169085,-0.1577729104809366
533,Camden,Music venues (all),Constitution,Camden,51.540327772220714,-0.13541801258862832
534,Camden,Music venues (all),Lockside Lounge,Camden,51.54109000254779,-0.1466352399582396
535,Camden,Music venues (all),Dingwalls,Camden,51.54145037656122,-0.1455390080549909
536,Camden,Music venues (all),Hawley,Camden,51.54194215161151,-0.14536037333380614
537,Camden,Music venues (all),The Monarch,Camden,51.542961898755976,-0.14843396210952828
538,Camden,Music venues (all),Roundhouse,Camden,51.54304283784835,-0.15128615627788325
539,Camden,Music venues (all),Spiritual Caipirinha Bar,Camden,51.543203062222844,-0.14890008466434798
540,Camden,Music venues (all),Joe's Bar,Camden,51.54361242056394,-0.15147939032738472
541,Camden,Music venues (all),Ciao Ciao,Camden,51.54566503609844,-0.20197560090114144
542,Camden,Music venues (all),The Abbey Tavern,Camden,51.54580161041994,-0.14148237701016794
543,Camden,Music venues (all),The Fiddler's Elbow,Camden,51.54607098081135,-0.1511345305996992
544,Camden,Music venues (all),Grafton,Camden,51.546731590741864,-0.14455979296688706
545,Camden,Music venues (all),Bull & Gate,Camden,51.55171123587903,-0.14157321141718562
546,Camden,Music venues (all),O2 Forum Kentish Town,Camden,51.552202686913006,-0.14194264100382376
547,Camden,Music venues (all),Flask,Camden,51.55655237941357,-0.17732525873938304
548,Camden,Music venues (all),Duke Of Hamilton,Camden,51.55890155469035,-0.17746218180342588
549,Camden,Music venues (all),Lauderdale House,Camden,51.569272793392976,-0.14322365807024942
550,Camden,Music venues (grassroots),The Camden Assembly Pub,Camden,51.543119103378885,-0.1492784558085157
551,Camden,Music venues (grassroots),The Unicorn,Camden,51.54890978080631,-0.129557504808049
552,Camden,Music venues (grassroots),Phoenix Artist Club,Camden,51.51448048025469,-0.12906603223201898
553,Camden,Music venues (grassroots),The Harrison,Camden,51.5275638008871,-0.12055702848981655
554,Camden,Music venues (grassroots),The Water Rats,Camden,51.52906502698682,-0.1193994686717093
555,Camden,Music venues (grassroots),Green Note,Camden,51.537265431022895,-0.14589664566183747
556,Camden,Music venues (grassroots),The Dublin Castle,Camden,51.53744914650025,-0.14557193949319772
557,Camden,Music venues (grassroots),Jazz CafÃ©,Camden,51.53865935708204,-0.1430568643183619
558,Camden,Music venues (grassroots),The Black Heart,Camden,51.5388289191085,-0.14183865413220886
559,Camden,Music venues (grassroots),The Underworld,Camden,51.539190677390756,-0.14196811772211307
560,Camden,Music venues (grassroots),Dingwalls,Camden,51.54145037656122,-0.1455390080549909
561,Camden,Music venues (grassroots),The Monarch,Camden,51.542961898755976,-0.14843396210952828
562,Camden,Music venues (grassroots),Spiritual Caipirinha Bar,Camden,51.543203062222844,-0.14890008466434798
563,Camden,Music venues (grassroots),The Fiddler's Elbow,Camden,51.54607098081135,-0.1511345305996992
564,Camden,Outdoor spaces for cultural use,Hamstead Heath ,Camden,51.560784148148976,-0.16241208182627526
565,Camden,Prop and costume making,Meta Props,Camden,51.54435394202181,-0.19682097582666788
566,Camden,Pubs,Sir John Oldcastle,Camden,51.51990092941066,-0.1059537599078269
567,Camden,Pubs,Olde Mitre,Camden,51.51844043557917,-0.1073981145091826
568,Camden,Pubs,Sir Christopher Hatton,Camden,51.51850975925407,-0.1089087039906306
569,Camden,Pubs,Lounge 33,Camden,51.51867380297081,-0.11071806966342007
570,Camden,Pubs,Craft Beer Co.,Camden,51.52117385171493,-0.10960552519897117
